id,category_id,zone_id,status,reported_at,resolved_at,mois,trimestre,jour_semaine,annee,latitude_center,longitude_center,rayon_km,number_of_inhabitants,surface
2729,4,5,"in progress","2025-03-02 21:41:00",,3,1,1,2025,35.76430000,10.79000000,1.80,110084,108
2827,2,5,"in progress","2025-04-03 07:52:00",,4,2,5,2025,35.76430000,10.79000000,1.80,110084,108
2940,2,5,resolved,"2023-07-13 11:30:00","2023-07-14 11:30:00",7,3,5,2023,35.76430000,10.79000000,1.80,110084,108
3046,1,5,resolved,"2024-05-03 20:18:00","2024-05-17 20:18:00",5,2,6,2024,35.76430000,10.79000000,1.80,110084,108
3086,4,5,reported,"2025-03-14 19:00:00",,3,1,6,2025,35.76430000,10.79000000,1.80,110084,108
3116,3,5,resolved,"2024-05-29 23:50:00","2024-06-04 23:50:00",5,2,4,2024,35.76430000,10.79000000,1.80,110084,108
3117,4,5,"in progress","2025-03-11 14:15:00",,3,1,3,2025,35.76430000,10.79000000,1.80,110084,108
3197,2,5,reported,"2024-09-15 12:21:00",,9,3,1,2024,35.76430000,10.79000000,1.80,110084,108
3206,2,5,validated,"2025-01-05 10:58:00",,1,1,1,2025,35.76430000,10.79000000,1.80,110084,108
3219,2,5,reported,"2025-04-17 17:23:00",,4,2,5,2025,35.76430000,10.79000000,1.80,110084,108
3266,1,5,resolved,"2023-11-12 11:48:00","2023-11-14 11:48:00",11,4,1,2023,35.76430000,10.79000000,1.80,110084,108
3274,1,5,rejected,"2025-01-02 18:57:00",,1,1,5,2025,35.76430000,10.79000000,1.80,110084,108
3353,2,5,rejected,"2025-03-26 09:15:00",,3,1,4,2025,35.76430000,10.79000000,1.80,110084,108
3475,3,5,resolved,"2023-11-10 20:26:00","2023-11-16 20:26:00",11,4,6,2023,35.76430000,10.79000000,1.80,110084,108
3563,4,5,reported,"2025-04-02 20:32:00",,4,2,4,2025,35.76430000,10.79000000,1.80,110084,108
3600,1,5,"in progress","2024-12-24 19:45:00",,12,4,3,2024,35.76430000,10.79000000,1.80,110084,108
3640,4,5,"in progress","2025-01-28 22:29:00",,1,1,3,2025,35.76430000,10.79000000,1.80,110084,108
3696,4,5,rejected,"2024-02-22 20:14:00",,2,1,5,2024,35.76430000,10.79000000,1.80,110084,108
3791,7,5,resolved,"2024-09-01 18:31:00","2024-09-10 18:31:00",9,3,1,2024,35.76430000,10.79000000,1.80,110084,108
3814,6,5,reported,"2024-10-20 10:09:00",,10,4,1,2024,35.76430000,10.79000000,1.80,110084,108
3934,3,5,resolved,"2023-11-20 00:58:00","2023-12-01 00:58:00",11,4,2,2023,35.76430000,10.79000000,1.80,110084,108
3978,3,5,resolved,"2023-11-30 02:01:00","2023-12-14 02:01:00",11,4,5,2023,35.76430000,10.79000000,1.80,110084,108
4040,4,5,resolved,"2023-07-22 14:06:00","2023-08-02 14:06:00",7,3,7,2023,35.76430000,10.79000000,1.80,110084,108
4065,2,5,resolved,"2024-06-03 17:34:00","2024-06-10 17:34:00",6,2,2,2024,35.76430000,10.79000000,1.80,110084,108
4112,6,5,"in progress","2024-04-23 07:14:00",,4,2,3,2024,35.76430000,10.79000000,1.80,110084,108
4270,3,5,rejected,"2022-03-20 01:26:00",,3,1,1,2022,35.76430000,10.79000000,1.80,110084,108
4288,3,5,resolved,"2023-06-07 06:31:00","2023-06-21 06:31:00",6,2,4,2023,35.76430000,10.79000000,1.80,110084,108
4593,4,5,"in progress","2023-07-11 08:04:00",,7,3,3,2023,35.76430000,10.79000000,1.80,110084,108
4632,4,5,"in progress","2024-06-21 07:24:00",,6,2,6,2024,35.76430000,10.79000000,1.80,110084,108
4634,4,5,"in progress","2024-07-18 19:25:00",,7,3,5,2024,35.76430000,10.79000000,1.80,110084,108
4810,3,5,reported,"2025-03-07 20:38:00",,3,1,6,2025,35.76430000,10.79000000,1.80,110084,108
4861,4,5,reported,"2025-03-11 07:33:00",,3,1,3,2025,35.76430000,10.79000000,1.80,110084,108
4902,6,5,reported,"2024-11-22 06:26:00",,11,4,6,2024,35.76430000,10.79000000,1.80,110084,108
4942,4,5,"in progress","2024-08-05 06:20:00",,8,3,2,2024,35.76430000,10.79000000,1.80,110084,108
4983,2,5,resolved,"2022-06-20 07:50:00","2022-06-25 07:50:00",6,2,2,2022,35.76430000,10.79000000,1.80,110084,108
5159,2,5,resolved,"2023-11-09 17:57:00","2023-11-23 17:57:00",11,4,5,2023,35.76430000,10.79000000,1.80,110084,108
8,2,6,reported,"2026-04-19 16:50:14",,4,2,1,2026,35.62210000,10.76100000,1.50,71158,68
165,5,6,reported,"2024-03-22 14:48:00",,3,1,6,2024,35.62210000,10.76100000,1.50,71158,68
176,3,6,resolved,"2023-07-19 21:36:00","2023-07-24 21:36:00",7,3,4,2023,35.62210000,10.76100000,1.50,71158,68
244,4,6,"in progress","2025-03-27 20:53:00",,3,1,5,2025,35.62210000,10.76100000,1.50,71158,68
265,4,6,"in progress","2025-05-13 20:05:00",,5,2,3,2025,35.62210000,10.76100000,1.50,71158,68
363,3,6,resolved,"2023-01-03 06:02:00","2023-01-16 06:02:00",1,1,3,2023,35.62210000,10.76100000,1.50,71158,68
374,2,6,reported,"2024-07-23 18:15:00",,7,3,3,2024,35.62210000,10.76100000,1.50,71158,68
400,4,6,resolved,"2022-05-17 09:29:00","2022-05-20 09:29:00",5,2,3,2022,35.62210000,10.76100000,1.50,71158,68
407,6,6,resolved,"2024-01-11 15:33:00","2024-01-15 15:33:00",1,1,5,2024,35.62210000,10.76100000,1.50,71158,68
517,5,6,reported,"2025-01-10 14:34:00",,1,1,6,2025,35.62210000,10.76100000,1.50,71158,68
746,6,6,"in progress","2024-03-04 07:09:00",,3,1,2,2024,35.62210000,10.76100000,1.50,71158,68
891,1,6,resolved,"2023-06-30 23:41:00","2023-07-11 23:41:00",6,2,6,2023,35.62210000,10.76100000,1.50,71158,68
1094,5,6,resolved,"2023-02-07 11:07:00","2023-02-20 11:07:00",2,1,3,2023,35.62210000,10.76100000,1.50,71158,68
1218,4,6,"in progress","2023-12-05 18:02:00",,12,4,3,2023,35.62210000,10.76100000,1.50,71158,68
1266,4,6,rejected,"2025-04-01 21:08:00",,4,2,3,2025,35.62210000,10.76100000,1.50,71158,68
1511,4,6,reported,"2024-03-10 00:18:00",,3,1,1,2024,35.62210000,10.76100000,1.50,71158,68
1513,2,6,rejected,"2024-02-22 08:13:00",,2,1,5,2024,35.62210000,10.76100000,1.50,71158,68
1652,4,6,rejected,"2024-11-07 14:17:00",,11,4,5,2024,35.62210000,10.76100000,1.50,71158,68
1831,4,6,resolved,"2023-01-03 15:12:00","2023-01-04 15:12:00",1,1,3,2023,35.62210000,10.76100000,1.50,71158,68
1832,2,6,rejected,"2024-05-14 07:54:00",,5,2,3,2024,35.62210000,10.76100000,1.50,71158,68
1893,6,6,reported,"2025-04-12 10:01:00",,4,2,7,2025,35.62210000,10.76100000,1.50,71158,68
1996,3,6,resolved,"2023-04-16 22:41:00","2023-04-23 22:41:00",4,2,1,2023,35.62210000,10.76100000,1.50,71158,68
2015,1,6,validated,"2024-02-17 21:23:00",,2,1,7,2024,35.62210000,10.76100000,1.50,71158,68
2175,7,6,"in progress","2024-01-22 09:21:00",,1,1,2,2024,35.62210000,10.76100000,1.50,71158,68
2370,3,6,reported,"2024-01-11 23:08:00",,1,1,5,2024,35.62210000,10.76100000,1.50,71158,68
2778,4,6,resolved,"2024-03-07 04:00:00","2024-03-16 04:00:00",3,1,5,2024,35.62210000,10.76100000,1.50,71158,68
3004,3,6,"in progress","2025-03-03 19:45:00",,3,1,2,2025,35.62210000,10.76100000,1.50,71158,68
3045,4,6,reported,"2024-08-26 00:42:00",,8,3,2,2024,35.62210000,10.76100000,1.50,71158,68
3071,7,6,rejected,"2025-04-04 22:25:00",,4,2,6,2025,35.62210000,10.76100000,1.50,71158,68
3231,4,6,validated,"2025-06-05 05:51:00",,6,2,5,2025,35.62210000,10.76100000,1.50,71158,68
3387,3,6,resolved,"2024-05-24 18:48:00","2024-06-02 18:48:00",5,2,6,2024,35.62210000,10.76100000,1.50,71158,68
3402,5,6,resolved,"2023-04-09 11:43:00","2023-04-12 11:43:00",4,2,1,2023,35.62210000,10.76100000,1.50,71158,68
3477,2,6,resolved,"2023-02-05 10:59:00","2023-02-16 10:59:00",2,1,1,2023,35.62210000,10.76100000,1.50,71158,68
3482,4,6,resolved,"2024-09-09 02:59:00","2024-09-13 02:59:00",9,3,2,2024,35.62210000,10.76100000,1.50,71158,68
3487,2,6,rejected,"2024-10-17 17:11:00",,10,4,5,2024,35.62210000,10.76100000,1.50,71158,68
3637,4,6,rejected,"2022-04-06 14:18:00",,4,2,4,2022,35.62210000,10.76100000,1.50,71158,68
3730,5,6,reported,"2024-12-07 09:39:00",,12,4,7,2024,35.62210000,10.76100000,1.50,71158,68
3868,5,6,resolved,"2023-09-07 09:02:00","2023-09-19 09:02:00",9,3,5,2023,35.62210000,10.76100000,1.50,71158,68
3920,4,6,"in progress","2025-04-06 19:01:00",,4,2,1,2025,35.62210000,10.76100000,1.50,71158,68
3927,2,6,resolved,"2024-01-02 09:08:00","2024-01-13 09:08:00",1,1,3,2024,35.62210000,10.76100000,1.50,71158,68
3944,3,6,resolved,"2023-11-06 06:45:00","2023-11-10 06:45:00",11,4,2,2023,35.62210000,10.76100000,1.50,71158,68
4171,6,6,resolved,"2024-01-13 05:03:00","2024-01-16 05:03:00",1,1,7,2024,35.62210000,10.76100000,1.50,71158,68
4211,2,6,rejected,"2025-03-25 13:23:00",,3,1,3,2025,35.62210000,10.76100000,1.50,71158,68
4295,4,6,resolved,"2023-02-07 20:42:00","2023-02-20 20:42:00",2,1,3,2023,35.62210000,10.76100000,1.50,71158,68
4417,5,6,resolved,"2023-03-26 09:40:00","2023-04-04 09:40:00",3,1,1,2023,35.62210000,10.76100000,1.50,71158,68
4613,4,6,resolved,"2022-06-12 08:51:00","2022-06-19 08:51:00",6,2,1,2022,35.62210000,10.76100000,1.50,71158,68
4624,5,6,resolved,"2023-02-18 14:47:00","2023-02-21 14:47:00",2,1,7,2023,35.62210000,10.76100000,1.50,71158,68
4649,5,6,resolved,"2024-01-27 13:54:00","2024-02-05 13:54:00",1,1,7,2024,35.62210000,10.76100000,1.50,71158,68
4777,1,6,resolved,"2023-07-01 16:28:00","2023-07-07 16:28:00",7,3,7,2023,35.62210000,10.76100000,1.50,71158,68
4864,7,6,resolved,"2023-03-14 10:53:00","2023-03-15 10:53:00",3,1,3,2023,35.62210000,10.76100000,1.50,71158,68
5001,6,6,resolved,"2025-01-12 06:45:00","2025-01-20 06:45:00",1,1,1,2025,35.62210000,10.76100000,1.50,71158,68
5037,1,6,reported,"2025-02-23 23:57:00",,2,1,1,2025,35.62210000,10.76100000,1.50,71158,68
5044,3,6,resolved,"2024-02-16 19:15:00","2024-02-17 19:15:00",2,1,6,2024,35.62210000,10.76100000,1.50,71158,68
5070,5,6,resolved,"2023-10-26 11:50:00","2023-11-02 11:50:00",10,4,5,2023,35.62210000,10.76100000,1.50,71158,68
5117,2,6,rejected,"2022-03-29 18:38:00",,3,1,3,2022,35.62210000,10.76100000,1.50,71158,68
5155,4,6,"in progress","2024-05-24 21:40:00",,5,2,6,2024,35.62210000,10.76100000,1.50,71158,68
19,4,7,resolved,"2026-01-21 16:50:14","2026-01-24 16:50:14",1,1,4,2026,35.63800000,10.76000000,2.00,71158,68
38,5,7,resolved,"2024-10-15 13:33:00","2024-10-29 13:33:00",10,4,3,2024,35.63800000,10.76000000,2.00,71158,68
43,1,7,resolved,"2022-02-21 21:51:00","2022-02-28 21:51:00",2,1,2,2022,35.63800000,10.76000000,2.00,71158,68
212,1,7,resolved,"2023-08-08 18:08:00","2023-08-10 18:08:00",8,3,3,2023,35.63800000,10.76000000,2.00,71158,68
299,6,7,rejected,"2025-01-20 06:15:00",,1,1,2,2025,35.63800000,10.76000000,2.00,71158,68
526,2,7,reported,"2024-04-30 08:34:00",,4,2,3,2024,35.63800000,10.76000000,2.00,71158,68
647,6,7,resolved,"2022-02-28 10:55:00","2022-03-08 10:55:00",2,1,2,2022,35.63800000,10.76000000,2.00,71158,68
765,6,7,resolved,"2024-05-27 20:07:00","2024-06-04 20:07:00",5,2,2,2024,35.63800000,10.76000000,2.00,71158,68
793,7,7,"in progress","2022-03-06 21:32:00",,3,1,1,2022,35.63800000,10.76000000,2.00,71158,68
934,6,7,resolved,"2023-11-09 13:37:00","2023-11-10 13:37:00",11,4,5,2023,35.63800000,10.76000000,2.00,71158,68
1024,6,7,reported,"2025-03-15 06:56:00",,3,1,7,2025,35.63800000,10.76000000,2.00,71158,68
1074,3,7,"in progress","2025-02-12 20:39:00",,2,1,4,2025,35.63800000,10.76000000,2.00,71158,68
1110,4,7,rejected,"2024-10-07 06:51:00",,10,4,2,2024,35.63800000,10.76000000,2.00,71158,68
1122,6,7,resolved,"2023-04-23 10:59:00","2023-05-06 10:59:00",4,2,1,2023,35.63800000,10.76000000,2.00,71158,68
1214,3,7,reported,"2023-02-10 00:03:00",,2,1,6,2023,35.63800000,10.76000000,2.00,71158,68
1307,4,7,resolved,"2023-09-02 04:30:00","2023-09-11 04:30:00",9,3,7,2023,35.63800000,10.76000000,2.00,71158,68
1362,7,7,resolved,"2025-02-07 21:57:00","2025-02-16 21:57:00",2,1,6,2025,35.63800000,10.76000000,2.00,71158,68
1470,2,7,resolved,"2023-03-31 17:15:00","2023-04-12 17:15:00",3,1,6,2023,35.63800000,10.76000000,2.00,71158,68
1531,5,7,resolved,"2024-02-12 11:30:00","2024-02-19 11:30:00",2,1,2,2024,35.63800000,10.76000000,2.00,71158,68
1681,3,7,resolved,"2024-03-09 03:01:00","2024-03-16 03:01:00",3,1,7,2024,35.63800000,10.76000000,2.00,71158,68
1692,3,7,rejected,"2023-04-28 19:53:00",,4,2,6,2023,35.63800000,10.76000000,2.00,71158,68
1855,2,7,resolved,"2023-04-02 10:43:00","2023-04-03 10:43:00",4,2,1,2023,35.63800000,10.76000000,2.00,71158,68
1881,3,7,resolved,"2023-12-31 22:43:00","2024-01-13 22:43:00",12,4,1,2023,35.63800000,10.76000000,2.00,71158,68
1966,6,7,resolved,"2022-07-09 10:39:00","2022-07-16 10:39:00",7,3,7,2022,35.63800000,10.76000000,2.00,71158,68
1987,5,7,reported,"2024-07-22 15:54:00",,7,3,2,2024,35.63800000,10.76000000,2.00,71158,68
2052,5,7,reported,"2025-04-09 16:37:00",,4,2,4,2025,35.63800000,10.76000000,2.00,71158,68
2216,5,7,reported,"2024-07-09 11:53:00",,7,3,3,2024,35.63800000,10.76000000,2.00,71158,68
2337,5,7,validated,"2024-01-27 12:53:00",,1,1,7,2024,35.63800000,10.76000000,2.00,71158,68
2339,2,7,reported,"2025-03-03 09:06:00",,3,1,2,2025,35.63800000,10.76000000,2.00,71158,68
2430,2,7,resolved,"2023-05-25 12:40:00","2023-05-30 12:40:00",5,2,5,2023,35.63800000,10.76000000,2.00,71158,68
2447,2,7,resolved,"2025-01-31 08:43:00","2025-02-03 08:43:00",1,1,6,2025,35.63800000,10.76000000,2.00,71158,68
2561,2,7,"in progress","2024-04-07 19:38:00",,4,2,1,2024,35.63800000,10.76000000,2.00,71158,68
2643,2,7,resolved,"2023-09-02 17:18:00","2023-09-15 17:18:00",9,3,7,2023,35.63800000,10.76000000,2.00,71158,68
2683,6,7,resolved,"2023-10-27 08:26:00","2023-11-08 08:26:00",10,4,6,2023,35.63800000,10.76000000,2.00,71158,68
2734,7,7,resolved,"2022-02-03 17:01:00","2022-02-09 17:01:00",2,1,5,2022,35.63800000,10.76000000,2.00,71158,68
2916,6,7,resolved,"2022-05-15 16:39:00","2022-05-21 16:39:00",5,2,1,2022,35.63800000,10.76000000,2.00,71158,68
3131,5,7,rejected,"2024-11-25 12:36:00",,11,4,2,2024,35.63800000,10.76000000,2.00,71158,68
3139,1,7,reported,"2025-01-30 11:30:00",,1,1,5,2025,35.63800000,10.76000000,2.00,71158,68
3498,4,7,reported,"2023-07-20 16:36:00",,7,3,5,2023,35.63800000,10.76000000,2.00,71158,68
3555,3,7,resolved,"2022-02-16 19:11:00","2022-02-24 19:11:00",2,1,4,2022,35.63800000,10.76000000,2.00,71158,68
3622,7,7,resolved,"2025-01-04 17:01:00","2025-01-16 17:01:00",1,1,7,2025,35.63800000,10.76000000,2.00,71158,68
3666,4,7,resolved,"2024-03-07 06:00:00","2024-03-11 06:00:00",3,1,5,2024,35.63800000,10.76000000,2.00,71158,68
3711,2,7,rejected,"2024-07-02 09:34:00",,7,3,3,2024,35.63800000,10.76000000,2.00,71158,68
3727,4,7,"in progress","2024-07-14 18:37:00",,7,3,1,2024,35.63800000,10.76000000,2.00,71158,68
3865,7,7,resolved,"2024-01-19 21:53:00","2024-01-27 21:53:00",1,1,6,2024,35.63800000,10.76000000,2.00,71158,68
3889,1,7,resolved,"2022-07-01 22:37:00","2022-07-13 22:37:00",7,3,6,2022,35.63800000,10.76000000,2.00,71158,68
4111,4,7,reported,"2025-04-18 21:42:00",,4,2,6,2025,35.63800000,10.76000000,2.00,71158,68
4229,2,7,resolved,"2023-07-02 17:59:00","2023-07-10 17:59:00",7,3,1,2023,35.63800000,10.76000000,2.00,71158,68
4230,4,7,resolved,"2024-08-02 04:29:00","2024-08-10 04:29:00",8,3,6,2024,35.63800000,10.76000000,2.00,71158,68
4257,4,7,validated,"2025-03-15 11:32:00",,3,1,7,2025,35.63800000,10.76000000,2.00,71158,68
4439,2,7,"in progress","2023-11-14 13:05:00",,11,4,3,2023,35.63800000,10.76000000,2.00,71158,68
4509,5,7,resolved,"2023-09-16 19:59:00","2023-09-17 19:59:00",9,3,7,2023,35.63800000,10.76000000,2.00,71158,68
4574,1,7,resolved,"2022-01-12 16:38:00","2022-01-26 16:38:00",1,1,4,2022,35.63800000,10.76000000,2.00,71158,68
4612,5,7,resolved,"2025-04-19 13:18:00","2025-04-29 13:18:00",4,2,7,2025,35.63800000,10.76000000,2.00,71158,68
4654,2,7,resolved,"2025-01-14 17:25:00","2025-01-19 17:25:00",1,1,3,2025,35.63800000,10.76000000,2.00,71158,68
4655,5,7,"in progress","2025-01-24 12:49:00",,1,1,6,2025,35.63800000,10.76000000,2.00,71158,68
4685,7,7,"in progress","2022-03-11 08:39:00",,3,1,6,2022,35.63800000,10.76000000,2.00,71158,68
4736,7,7,resolved,"2022-07-22 07:42:00","2022-07-24 07:42:00",7,3,6,2022,35.63800000,10.76000000,2.00,71158,68
4773,2,7,validated,"2025-01-31 11:53:00",,1,1,6,2025,35.63800000,10.76000000,2.00,71158,68
64,5,8,"in progress","2023-09-16 17:59:00",,9,3,7,2023,35.60600000,10.76200000,2.00,71158,68
128,6,8,"in progress","2025-04-03 06:37:00",,4,2,5,2025,35.60600000,10.76200000,2.00,71158,68
184,7,8,resolved,"2023-09-24 21:47:00","2023-09-26 21:47:00",9,3,1,2023,35.60600000,10.76200000,2.00,71158,68
313,5,8,resolved,"2023-11-11 16:52:00","2023-11-12 16:52:00",11,4,7,2023,35.60600000,10.76200000,2.00,71158,68
351,3,8,"in progress","2022-10-27 05:24:00",,10,4,5,2022,35.60600000,10.76200000,2.00,71158,68
357,4,8,reported,"2025-03-03 07:40:00",,3,1,2,2025,35.60600000,10.76200000,2.00,71158,68
365,5,8,rejected,"2022-12-26 14:25:00",,12,4,2,2022,35.60600000,10.76200000,2.00,71158,68
377,3,8,resolved,"2023-05-19 19:00:00","2023-05-30 19:00:00",5,2,6,2023,35.60600000,10.76200000,2.00,71158,68
456,2,8,resolved,"2023-02-03 18:59:00","2023-02-16 18:59:00",2,1,6,2023,35.60600000,10.76200000,2.00,71158,68
648,1,8,"in progress","2025-01-18 11:47:00",,1,1,7,2025,35.60600000,10.76200000,2.00,71158,68
714,4,8,resolved,"2025-06-04 20:47:00","2025-06-06 20:47:00",6,2,4,2025,35.60600000,10.76200000,2.00,71158,68
761,6,8,resolved,"2022-12-25 10:51:00","2022-12-29 10:51:00",12,4,1,2022,35.60600000,10.76200000,2.00,71158,68
768,6,8,"in progress","2024-01-05 06:35:00",,1,1,6,2024,35.60600000,10.76200000,2.00,71158,68
831,2,8,resolved,"2022-12-20 12:27:00","2022-12-24 12:27:00",12,4,3,2022,35.60600000,10.76200000,2.00,71158,68
875,3,8,resolved,"2024-03-28 00:09:00","2024-03-30 00:09:00",3,1,5,2024,35.60600000,10.76200000,2.00,71158,68
906,4,8,reported,"2024-10-24 19:51:00",,10,4,5,2024,35.60600000,10.76200000,2.00,71158,68
922,7,8,resolved,"2022-12-04 14:25:00","2022-12-06 14:25:00",12,4,1,2022,35.60600000,10.76200000,2.00,71158,68
941,2,8,validated,"2024-07-30 11:16:00",,7,3,3,2024,35.60600000,10.76200000,2.00,71158,68
974,1,8,resolved,"2024-03-23 11:23:00","2024-03-24 11:23:00",3,1,7,2024,35.60600000,10.76200000,2.00,71158,68
1068,2,8,reported,"2025-03-29 09:03:00",,3,1,7,2025,35.60600000,10.76200000,2.00,71158,68
1185,4,8,rejected,"2024-04-26 05:31:00",,4,2,6,2024,35.60600000,10.76200000,2.00,71158,68
1234,4,8,rejected,"2024-10-08 21:56:00",,10,4,3,2024,35.60600000,10.76200000,2.00,71158,68
1385,4,8,reported,"2024-08-18 06:24:00",,8,3,1,2024,35.60600000,10.76200000,2.00,71158,68
1455,4,8,"in progress","2024-04-03 09:11:00",,4,2,4,2024,35.60600000,10.76200000,2.00,71158,68
1512,1,8,resolved,"2025-03-09 11:58:00","2025-03-21 11:58:00",3,1,1,2025,35.60600000,10.76200000,2.00,71158,68
1525,2,8,reported,"2022-07-13 17:12:00",,7,3,4,2022,35.60600000,10.76200000,2.00,71158,68
1616,2,8,resolved,"2022-09-12 17:49:00","2022-09-13 17:49:00",9,3,2,2022,35.60600000,10.76200000,2.00,71158,68
1623,2,8,resolved,"2023-12-02 19:56:00","2023-12-12 19:56:00",12,4,7,2023,35.60600000,10.76200000,2.00,71158,68
1637,3,8,"in progress","2024-01-11 18:08:00",,1,1,5,2024,35.60600000,10.76200000,2.00,71158,68
1638,4,8,"in progress","2024-11-30 20:06:00",,11,4,7,2024,35.60600000,10.76200000,2.00,71158,68
1731,2,8,resolved,"2022-10-19 15:12:00","2022-10-29 15:12:00",10,4,4,2022,35.60600000,10.76200000,2.00,71158,68
2071,3,8,resolved,"2025-01-08 20:39:00","2025-01-15 20:39:00",1,1,4,2025,35.60600000,10.76200000,2.00,71158,68
2083,6,8,resolved,"2025-01-19 18:10:00","2025-01-26 18:10:00",1,1,1,2025,35.60600000,10.76200000,2.00,71158,68
2289,2,8,resolved,"2023-03-08 19:09:00","2023-03-13 19:09:00",3,1,4,2023,35.60600000,10.76200000,2.00,71158,68
2307,3,8,resolved,"2025-03-12 04:04:00","2025-03-23 04:04:00",3,1,4,2025,35.60600000,10.76200000,2.00,71158,68
2308,5,8,resolved,"2023-06-27 09:03:00","2023-07-02 09:03:00",6,2,3,2023,35.60600000,10.76200000,2.00,71158,68
2324,6,8,reported,"2024-05-27 17:07:00",,5,2,2,2024,35.60600000,10.76200000,2.00,71158,68
2353,4,8,resolved,"2023-11-09 23:27:00","2023-11-14 23:27:00",11,4,5,2023,35.60600000,10.76200000,2.00,71158,68
2517,2,8,resolved,"2025-04-12 13:07:00","2025-04-17 13:07:00",4,2,7,2025,35.60600000,10.76200000,2.00,71158,68
2527,7,8,rejected,"2025-01-11 17:20:00",,1,1,7,2025,35.60600000,10.76200000,2.00,71158,68
2587,3,8,validated,"2024-12-26 18:45:00",,12,4,5,2024,35.60600000,10.76200000,2.00,71158,68
2598,2,8,rejected,"2024-09-30 13:11:00",,9,3,2,2024,35.60600000,10.76200000,2.00,71158,68
2712,6,8,resolved,"2022-09-22 08:27:00","2022-09-25 08:27:00",9,3,5,2022,35.60600000,10.76200000,2.00,71158,68
2809,1,8,resolved,"2023-09-02 08:50:00","2023-09-04 08:50:00",9,3,7,2023,35.60600000,10.76200000,2.00,71158,68
2853,6,8,"in progress","2025-01-29 06:53:00",,1,1,4,2025,35.60600000,10.76200000,2.00,71158,68
2855,6,8,rejected,"2023-10-10 07:09:00",,10,4,3,2023,35.60600000,10.76200000,2.00,71158,68
2887,2,8,resolved,"2024-12-05 19:31:00","2024-12-18 19:31:00",12,4,5,2024,35.60600000,10.76200000,2.00,71158,68
3019,2,8,"in progress","2024-12-10 16:46:00",,12,4,3,2024,35.60600000,10.76200000,2.00,71158,68
3067,5,8,reported,"2022-05-22 14:00:00",,5,2,1,2022,35.60600000,10.76200000,2.00,71158,68
3150,4,8,resolved,"2025-03-20 12:51:00","2025-03-31 12:51:00",3,1,5,2025,35.60600000,10.76200000,2.00,71158,68
3194,6,8,resolved,"2024-07-23 06:28:00","2024-08-04 06:28:00",7,3,3,2024,35.60600000,10.76200000,2.00,71158,68
3335,3,8,resolved,"2023-11-07 22:42:00","2023-11-21 22:42:00",11,4,3,2023,35.60600000,10.76200000,2.00,71158,68
3411,3,8,"in progress","2025-01-18 19:05:00",,1,1,7,2025,35.60600000,10.76200000,2.00,71158,68
3427,2,8,resolved,"2023-01-23 17:19:00","2023-01-24 17:19:00",1,1,2,2023,35.60600000,10.76200000,2.00,71158,68
3433,6,8,validated,"2025-01-01 09:55:00",,1,1,4,2025,35.60600000,10.76200000,2.00,71158,68
3479,4,8,reported,"2025-04-01 17:08:00",,4,2,3,2025,35.60600000,10.76200000,2.00,71158,68
3591,4,8,"in progress","2024-12-29 17:21:00",,12,4,1,2024,35.60600000,10.76200000,2.00,71158,68
3647,1,8,resolved,"2023-08-12 17:03:00","2023-08-24 17:03:00",8,3,7,2023,35.60600000,10.76200000,2.00,71158,68
3673,4,8,resolved,"2023-09-03 19:24:00","2023-09-07 19:24:00",9,3,1,2023,35.60600000,10.76200000,2.00,71158,68
3851,6,8,reported,"2024-03-07 07:56:00",,3,1,5,2024,35.60600000,10.76200000,2.00,71158,68
3931,4,8,reported,"2025-03-30 09:17:00",,3,1,1,2025,35.60600000,10.76200000,2.00,71158,68
3932,4,8,resolved,"2025-02-10 00:08:00","2025-02-19 00:08:00",2,1,2,2025,35.60600000,10.76200000,2.00,71158,68
